"Crowdsourced data on dried cannabis expenditure, prices and use.",,,,,,,,,,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,,,,,,,,,
"All submissions are reported below, however, the associated Daily is based on the information without any outlier (Outlier = 0).",,,,,,,,,,,,,,,,
Statistics Canada applies a set of criteria on the price variable to determine whether a submission is an outlier (Outlier =1).,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Submission Date,Expenditure,Quantity,Price,Outlier,Purpose,Usage,Source,Sex at Birth,First time,Legal status,Consumption,Census subdivision,Census division,Economic region,Province,Census metropolitan area
30/01/2018,12.8,1,12.8,0,Use recreationally,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,240,28,8.57,0,Medicate - without a medical document,A few times per week,,,,,3.5,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,2,1,2,0,Use recreationally,A few times per month,,,,,7,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
30/01/2018,110,14,7.86,0,Use recreationally,Daily,,,,,28,Windsor,Essex,Windsor--Sarnia,Ontario,Windsor
30/01/2018,165,28,5.89,0,Medicate - without a medical document,A few times per week,,,,,14,London,Middlesex,London,Ontario,London
30/01/2018,250,28,8.93,0,Medicate - without a medical document,A few times per week,,,,,7,Whitby,Durham,Toronto,Ontario,Oshawa
30/01/2018,40,3.5,11.43,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,13,1,13,0,Use recreationally,Daily,,,,,7,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,100,14,7.14,0,Use recreationally,Daily,,,,,,St. Catharines,Niagara,Hamilton--Niagara Peninsula,Ontario,St. Catharines - Niagara
30/01/2018,10,1,10,0,Use recreationally,A few times a year,,,,,0,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
30/01/2018,160,28,5.71,0,Medicate - without a medical document,A few times per week,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,20,1,20,1,Use recreationally,A few times a year,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,10,1,10,0,Use recreationally,Daily,,,,,14,Burlington,Halton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,230,28,8.21,0,Use recreationally,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,250,28,8.93,0,Use recreationally,A few times per week,,,,,0.5,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
30/01/2018,30,3.5,8.57,0,Use recreationally,A few times per week,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,240,28,8.57,0,Use recreationally,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,5,1,5,0,Medicate - without a medical document,A few times per month,,,,,0.5,Lethbridge,Division No.  2,Lethbridge--Medicine Hat,Alberta,Lethbridge
30/01/2018,5,1,5,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,42,3,14,0,Medicate - without a medical document,Daily,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
30/01/2018,50,7,7.14,0,Medicate - without a medical document,Daily,,,,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,40,7,5.71,0,Use recreationally,A few times per week,,,,,14,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,200,28,7.14,0,Use recreationally,Daily,,,,,112,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,40,4,10,0,Use recreationally,A few times per week,,,,,7,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
30/01/2018,180,14,12.86,1,Medicate - with a medical document,Daily,,,,,0.5,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,8.3,1,8.3,0,Use recreationally,A few times per week,,,,,3.5,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,55,7,7.86,0,Use recreationally,A few times per week,,,,,0.5,Oshawa,Durham,Toronto,Ontario,Oshawa
30/01/2018,10,1,10,0,Medicate - without a medical document,A few times a year,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,28,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,1800,450,4,0,Use recreationally,Daily,,,,,3.5,Bridgewater,Lunenburg,Southern / Sud,Nova Scotia / Nouvelle-Écosse,12 - NonCMA
30/01/2018,40,7,5.71,0,Medicate - without a medical document,Daily,,,,,7,Grand Falls-Windsor,Division No.  6,Notre Dame--Central Bonavista Bay,Newfoundland and Labrador / Terre-Neuve-et-Labrador,10 - NonCMA
30/01/2018,8,1,8,0,Medicate - with a medical document,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,15,1,15,0,Medicate - with a medical document,Daily,,,,,14,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,6,1,6,0,Use recreationally,A few times a year,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,30,3.5,8.57,0,Use recreationally,Daily,,,,,14,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,4.5,1,4.5,0,Use recreationally,A few times per week,,,,,7,Vaughan,York,Toronto,Ontario,Toronto
30/01/2018,150,28,5.36,0,Use recreationally,Daily,,,,,28,Jasper,Division No. 15,Banff--Jasper--Rocky Mountain House,Alberta,48 - NonCMA
30/01/2018,40,5,8,0,Use recreationally,A few times a year,,,,,,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,800,224,3.57,0,Medicate - without a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,50,10,5,1,Medicate - with a medical document,A few times per week,,,,,7,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,168,28,6,0,Use recreationally,Daily,,,,,150,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,150,28,5.36,0,Use recreationally,A few times per week,,,,,3.5,Saint John,Saint John,Saint John--St. Stephen,New Brunswick / Nouveau-Brunswick,Saint John
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,110,14,7.86,0,Use recreationally,A few times per month,,,,,1,Brampton,Peel,Toronto,Ontario,Toronto
30/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,150,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,5,1,5,0,Use recreationally,A few times a year,,,,,0.01,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,7,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,55,7,7.86,0,Use recreationally,A few times a year,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,130,28,4.64,0,Medicate - without a medical document,Daily,,,,,28,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Northeast / Nord-est,Ontario,Greater Sudbury / Grand Sudbury
30/01/2018,5,1,5,0,Use recreationally,,,,,,,Mississauga,Peel,Toronto,Ontario,Toronto
30/01/2018,220,28,7.86,0,Use recreationally,A few times per week,,,,,1,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,150,28,5.36,0,Medicate - without a medical document,A few times per week,,,,,3.5,Whitby,Durham,Toronto,Ontario,Oshawa
30/01/2018,220,28,7.86,0,Use recreationally,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,50,1,50,1,Use recreationally,A few times a year,,,,,0.5,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,125,28,4.46,0,Medicate - without a medical document,Daily,,,,,28,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
30/01/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,14,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,56,Crowsnest Pass,Division No. 15,Banff--Jasper--Rocky Mountain House,Alberta,48 - NonCMA
30/01/2018,250,28,8.93,0,Medicate - without a medical document,Daily,,,,,60,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
30/01/2018,100,14,7.14,0,Medicate - without a medical document,A few times per month,,,,,7,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,155,28,5.54,0,Use recreationally,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,100,28,3.57,1,Use recreationally,A few times per month,,,,,1,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,280,28,10,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,50,7,7.14,0,Use recreationally,,,,,,,Regina,Division No.  6,Regina--Moose Mountain,Saskatchewan,Regina
30/01/2018,220,28,7.86,0,Use recreationally,,,,,,,Newmarket,York,Toronto,Ontario,Toronto
30/01/2018,200,28,7.14,0,Use recreationally,A few times per month,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,45,7,6.43,0,Use recreationally,A few times per week,,,,,28,Brockville,Leeds and Grenville,Ottawa,Ontario,35 - NonCMA
30/01/2018,50,7,7.14,0,Use recreationally,A few times per week,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,40,7,5.71,0,Use recreationally,A few times a year,,,,,0.25,Wendake,Québec,Capitale-Nationale,Quebec / Québec,Québec
30/01/2018,160,28,5.71,0,Medicate - with a medical document,Daily,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,125,28,4.46,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,30,3.5,8.57,0,Use recreationally,A few times per month,,,,,3.5,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,80,14,5.71,0,Medicate - without a medical document,Daily,,,,,60,Cambridge,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
30/01/2018,90,14,6.43,0,Use recreationally,,,,,,,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,100,14,7.14,0,Medicate - without a medical document,Daily,,,,,7,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,120,7,17.14,1,Use recreationally,A few times a year,,,,,0.5,Moose Jaw,Division No.  7,Swift Current--Moose Jaw,Saskatchewan,47 - NonCMA
30/01/2018,240,28,8.57,0,Use recreationally,Daily,,,,,14,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,112,28,4,0,Use recreationally,A few times per week,,,,,28,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,60,14,4.29,1,Medicate - without a medical document,A few times per week,,,,,14,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,200,28,7.14,0,Use recreationally,A few times per week,,,,,0.5,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,202,28,7.21,0,Medicate - without a medical document,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,80,14,5.71,0,Use recreationally,Daily,,,,,28,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,200,28,7.14,0,Use recreationally,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,16.8,2,8.4,0,Medicate - without a medical document,Daily,,,,,14,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,100,28,3.57,0,Medicate - without a medical document,Daily,,,,,28,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,5,1,5,0,Medicate - without a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,210,28,7.5,0,Use recreationally,,,,,,,Montréal,Montréal,Montréal,Quebec / Québec,Montréal
30/01/2018,10,1,10,0,Use recreationally,Daily,,,,,,Waterloo,Waterloo,Kitchener--Waterloo--Barrie,Ontario,Kitchener - Cambridge - Waterloo
30/01/2018,6,1,6,0,Medicate - without a medical document,,,,,,,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,60,7,8.57,0,Medicate - without a medical document,Daily,,,,,14,Owen Sound,Grey,Stratford--Bruce Peninsula,Ontario,35 - NonCMA
30/01/2018,150,5,30,1,Medicate - with a medical document,Daily,,,,,3.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,10,1,10,0,Use recreationally,,,,,,,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,190,28,6.79,0,Use recreationally,Daily,,,,,14,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,48,3.5,13.71,1,Medicate - with a medical document,Daily,,,,,7,Sooke,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,0.01,3.5,0,1,Use recreationally,A few times a year,,,,,0.5,Brockville,Leeds and Grenville,Ottawa,Ontario,35 - NonCMA
30/01/2018,150,14,10.71,0,Medicate - without a medical document,Daily,,,,,56,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,14,1,14,0,Use recreationally,,,,,,,Vancouver,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,50,7,7.14,0,Medicate - without a medical document,A few times per week,,,,,0.5,Nanaimo,Nanaimo,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,66.5,7,9.5,0,Use recreationally,A few times per week,,,,,3.5,Guelph,Wellington,Kitchener--Waterloo--Barrie,Ontario,Guelph
30/01/2018,8.7,1,8.7,0,Medicate - with a medical document,A few times per week,,,,,7,East Gwillimbury,York,Toronto,Ontario,Toronto
30/01/2018,60,7,8.57,0,Use recreationally,A few times per month,,,,,7,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,9,1,9,0,Medicate - without a medical document,A few times per month,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,10,1,10,0,Medicate - with a medical document,Daily,,,,,3.5,Squamish,Squamish-Lillooet,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,5,1,5,0,Medicate - with a medical document,Daily,,,,,7,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,140,28,5,0,Use recreationally,A few times per week,,,,,7,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,10,1,10,0,Medicate - with a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,10,1,10,0,Medicate - without a medical document,Daily,,,,,14,Oshawa,Durham,Toronto,Ontario,Oshawa
30/01/2018,80,14,5.71,0,Medicate - without a medical document,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,8.9,1,8.9,0,Use recreationally,Daily,,,,,1,Coquitlam,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,100,11,9.09,0,Use recreationally,Daily,,,,,15,Ottawa,Ottawa,Ottawa,Ontario,Ottawa - Gatineau (Ontario part / partie de l'Ontario)
30/01/2018,20,3.5,5.71,0,Medicate - with a medical document,Daily,,,,,28,Mission,Fraser Valley,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Abbotsford - Mission
30/01/2018,20,3.5,5.71,1,Use recreationally,A few times per month,,,,,1,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,30,3.5,8.57,0,Use recreationally,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,140,28,5,1,Medicate - without a medical document,,,,,,,Whitehorse,Yukon,Yukon,Yukon,60 - NonCMA
30/01/2018,30,3.5,8.57,0,Medicate - without a medical document,Daily,,,,,28,Hamilton,Hamilton,Hamilton--Niagara Peninsula,Ontario,Hamilton
30/01/2018,150,28,5.36,0,Medicate - without a medical document,A few times per week,,,,,1,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,8,1,8,0,Medicate - without a medical document,A few times per month,,,,,0.5,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,175,28,6.25,0,Medicate - with a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,5,1,5,0,Medicate - with a medical document,Daily,,,,,28,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,60,7,8.57,0,Use recreationally,A few times per week,,,,,1,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,90,14,6.43,0,Medicate - without a medical document,Daily,,,,,28,Lethbridge County,Division No.  2,Lethbridge--Medicine Hat,Alberta,Lethbridge
30/01/2018,5,1,5,0,Medicate - without a medical document,,,,,,,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,2.35,1,2.35,1,Use recreationally,A few times a year,,,,,0.5,Kingston,Frontenac,Kingston--Pembroke,Ontario,Kingston
30/01/2018,50,10,5,1,Use recreationally,Daily,,,,,60,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,90,14,6.43,0,Use recreationally,A few times per week,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,8,1,8,0,Medicate - with a medical document,Daily,,,,,80,Halifax,Halifax,Halifax,Nova Scotia / Nouvelle-Écosse,Halifax
30/01/2018,200,28,7.14,0,Use recreationally,Daily,,,,,7,Winnipeg,Division No. 11,Winnipeg,Manitoba,Winnipeg
30/01/2018,180,28,6.43,0,Medicate - without a medical document,Daily,,,,,14,Whitehorse,Yukon,Yukon,Yukon,60 - NonCMA
30/01/2018,180,28,6.43,0,Use recreationally,Daily,,,,,1,Saskatoon,Division No. 11,Saskatoon--Biggar,Saskatchewan,Saskatoon
30/01/2018,7,1,7,0,Medicate - with a medical document,Daily,,,,,14,Toronto,Toronto,Toronto,Ontario,Toronto
30/01/2018,7,1,7,0,Use recreationally,Daily,,,,,14,Peterborough,Peterborough,Muskoka--Kawarthas,Ontario,Peterborough
30/01/2018,70,7,10,0,Use recreationally,Daily,,,,,14,St. John's,Division No.  1,Avalon Peninsula,Newfoundland and Labrador / Terre-Neuve-et-Labrador,St. John's
30/01/2018,265,28,9.46,0,Use recreationally,Daily,,,,,14,Markham,York,Toronto,Ontario,Toronto
30/01/2018,10,1,10,0,Use recreationally,A few times per week,,,,,3.5,Mississauga,Peel,Toronto,Ontario,Toronto
30/01/2018,200,28,7.14,0,Use recreationally,A few times per month,,,,,0.5,London,Middlesex,London,Ontario,London
30/01/2018,60,7,8.57,0,Use recreationally,A few times per month,,,,,3.5,Gatineau,Gatineau,Outaouais,Quebec / Québec,Ottawa - Gatineau (partie du Québec / Quebec part)
30/01/2018,10,1,10,0,Use recreationally,Daily,,,,,14,Thunder Bay,Thunder Bay,Northwest / Nord-ouest,Ontario,Thunder Bay
30/01/2018,125,28,4.46,0,Use recreationally,A few times per week,,,,,0.5,Fredericton,York,Fredericton--Oromocto,New Brunswick / Nouveau-Brunswick,13 - NonCMA
30/01/2018,80,28,2.86,0,Medicate - without a medical document,,,,,,,Moncton,Westmorland,Moncton--Richibucto,New Brunswick / Nouveau-Brunswick,Moncton
30/01/2018,75,7,10.71,0,Use recreationally,Daily,,,,,7,Calgary,Division No.  6,Calgary,Alberta,Calgary
30/01/2018,160,28,5.71,0,Use recreationally,Daily,,,,,0.5,Victoria,Capital,Vancouver Island and Coast / Île de Vancouver et la côte,British Columbia / Colombie-Britannique,Victoria
30/01/2018,160,28,5.71,0,Use recreationally,A few times per week,,,,,7,Greater Vancouver A,Greater Vancouver,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,British Columbia / Colombie-Britannique,Vancouver
30/01/2018,180,28,6.43,0,Use recreationally,,,,,,,Edmonton,Division No. 11,Edmonton,Alberta,Edmonton
30/01/2018,1400,454,3.08,0,Use recreationally,A few times per week,,,,,28,Kamloops,Thompson-Nicola,Thompson--Okanagan,British Columbia / Colombie-Britannique,59 - NonCMA
30/01/2018,120,14,8.57,0,Use recreationally,Daily,,,,,28,Toronto,Toronto,Toronto,Ontario,Toronto
